v8-version,9,4,146,24,-node.20,0
v8-platform,macos,macos
shared-library,/Users/francescobedussi/.nvm/versions/node/v16.14.0/bin/node,0x102766000,0x103891e18,41304064
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x1900d2010,0x1902c00f4,264470528
shared-library,/usr/lib/libobjc.A.dylib,0x18fca1c00,0x18fcde6ac,264470528
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x1937241bc,0x19375bbc0,264470528
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x1911fc3b0,0x191aa32c0,264470528
shared-library,/usr/lib/liboah.dylib,0x19c895614,0x19c89acb0,264470528
shared-library,/usr/lib/libfakelink.dylib,0x19c8c9468,0x19c8cab80,264470528
shared-library,/usr/lib/libicucore.A.dylib,0x19315aa8c,0x1933a83e0,264470528
shared-library,/usr/lib/libSystem.B.dylib,0x19c8c6504,0x19c8c6afc,264470528
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x19c8cbbbc,0x19c8cbe50,264470528
shared-library,/usr/lib/libc++abi.dylib,0x1900185d0,0x19002bb7c,264470528
shared-library,/usr/lib/libc++.1.dylib,0x18ff8e370,0x18ffef5f4,264470528
shared-library,/usr/lib/system/libcache.dylib,0x19c8c05e0,0x19c8c3370,264470528
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x19c87c5fc,0x19c8879d4,264470528
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x19c8a6980,0x19c8a9834,264470528
shared-library,/usr/lib/system/libcopyfile.dylib,0x19c89d54c,0x19c8a3f20,264470528
shared-library,/usr/lib/system/libcorecrypto.dylib,0x18fdec780,0x18fe694dc,264470528
shared-library,/usr/lib/system/libdispatch.dylib,0x18fec12a0,0x18fefdd40,264470528
shared-library,/usr/lib/system/libdyld.dylib,0x190077fc0,0x19009a05c,264470528
shared-library,/usr/lib/system/libkeymgr.dylib,0x19c8b5760,0x19c8b5e48,264470528
shared-library,/usr/lib/system/libmacho.dylib,0x19c8565ac,0x19c85a87c,264470528
shared-library,/usr/lib/system/libquarantine.dylib,0x19bdf0b90,0x19bdf2ba8,264470528
shared-library,/usr/lib/system/libremovefile.dylib,0x19c8b3304,0x19c8b4c08,264470528
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1957393c4,0x19574e010,264470528
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x18fd859a8,0x18fd888d8,264470528
shared-library,/usr/lib/system/libsystem_c.dylib,0x18ff0b3b0,0x18ff812a0,264470528
shared-library,/usr/lib/system/libsystem_collections.dylib,0x19c8aa87c,0x19c8ae960,264470528
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19b0ce558,0x19b0d1708,264470528
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19a153cc4,0x19a175e70,264470528
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x19c4f708c,0x19c4fb0d8,264470528
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x193414558,0x19341b170,264470528
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x22f552db0,0x22f555268,264470528
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x19c8b6dc0,0x19c8bcf40,264470528
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x18ff07c80,0x18ff09a28,264470528
shared-library,/usr/lib/system/libsystem_info.dylib,0x1900a4888,0x1900cb2d0,264470528
shared-library,/usr/lib/system/libsystem_m.dylib,0x19c819240,0x19c83ff18,264470528
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x18fe8a310,0x18feb82a0,264470528
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x1956a9504,0x1956bd740,264470528
shared-library,/usr/lib/system/libsystem_notify.dylib,0x193886110,0x193894b40,264470528
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19b0d2e5c,0x19b0d6fa0,264470528
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x19c8afacc,0x19c8b12c0,264470528
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x190030440,0x190062fac,264470528
shared-library,/usr/lib/system/libsystem_platform.dylib,0x19009ca00,0x1900a2448,264470528
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x19006ab90,0x1900758f0,264470528
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x1970f06e4,0x1970f62ac,264470528
shared-library,/usr/lib/system/libsystem_trace.dylib,0x18fdd14b8,0x18fde7a78,264470528
shared-library,/usr/lib/system/libunwind.dylib,0x19c88daa8,0x19c8933c0,264470528
shared-library,/usr/lib/system/libxpc.dylib,0x18fd8a3e0,0x18fdc3ea0,264470528
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x1937a57d4,0x19385cde8,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1a3e3efc0,0x1a3e3efc0,264470528
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x197d0ce80,0x197d0dad8,264470528
shared-library,/usr/lib/libenergytrace.dylib,0x1956c36a4,0x1956c3d28,264470528
shared-library,/usr/lib/libbsm.0.dylib,0x19be183cc,0x19be26d40,264470528
shared-library,/usr/lib/libz.1.dylib,0x19c809a40,0x19c815168,264470528
shared-library,/usr/lib/system/libkxld.dylib,0x19c85f140,0x19c879a74,264470528
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x1952d8834,0x195557728,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x198896c88,0x1988a0d80,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x19341fde8,0x19350f810,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x197d56d10,0x197dd8aa8,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x19c4fcd94,0x19c526e38,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x19c9a52d8,0x19ca06870,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x197072b94,0x1970d61d0,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x1905a9974,0x1907a4970,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x19dcbec48,0x19dd05e30,264470528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x1988a534c,0x1988c2900,264470528
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x192d9a3ec,0x1930aceb0,264470528
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x190e852bc,0x190f07a90,264470528
shared-library,/usr/lib/libapple_nghttp2.dylib,0x19ca437d0,0x19ca553b0,264470528
shared-library,/usr/lib/libcompression.dylib,0x19ca78a40,0x19cace700,264470528
shared-library,/usr/lib/libsqlite3.dylib,0x196d080e8,0x196e8e090,264470528
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x1970f9c00,0x197a75c60,264470528
shared-library,/usr/lib/libCoreEntitlements.dylib,0x22dcc69a0,0x22dcd01b0,264470528
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x2159f710c,0x215a2f058,264470528
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x196cee14c,0x196d002f0,264470528
shared-library,/usr/lib/libMobileGestalt.dylib,0x1956c5840,0x19571c5a8,264470528
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x19c425e00,0x19c473e4c,264470528
shared-library,/usr/lib/libcoretls.dylib,0x19be002d0,0x19be123b0,264470528
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x19dd2ddf0,0x19dd2ec00,264470528
shared-library,/usr/lib/libpam.2.dylib,0x19ca7286c,0x19ca75c6c,264470528
shared-library,/usr/lib/libxar.1.dylib,0x19dd9f5bc,0x19ddab778,264470528
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x1988d6570,0x198909990,264470528
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x197df10f0,0x197df7d28,264470528
shared-library,/usr/lib/libarchive.2.dylib,0x19c91c7a0,0x19c98f030,264470528
shared-library,/usr/lib/libxml2.2.dylib,0x198920054,0x1989e8878,264470528
shared-library,/usr/lib/liblangid.dylib,0x19b0df1c4,0x19b0dfcd0,264470528
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x1a1d3ccd8,0x1a1e52890,264470528
shared-library,/System/Library/PrivateFrameworks/CollectionsInternal.framework/Versions/A/CollectionsInternal,0x204a204a4,0x204b631d0,264470528
shared-library,/System/Library/PrivateFrameworks/ReflectionInternal.framework/Versions/A/ReflectionInternal,0x21a562bb4,0x21a567950,264470528
shared-library,/System/Library/PrivateFrameworks/RuntimeInternal.framework/Versions/A/RuntimeInternal,0x21ab4ed7c,0x21ab5dfe0,264470528
shared-library,/usr/lib/swift/libswiftCore.dylib,0x19f8e685c,0x19fd2e1d0,264470528
shared-library,/usr/lib/swift/libswiftCoreFoundation.dylib,0x1b4bcf0f0,0x1b4bd3f78,264470528
shared-library,/usr/lib/swift/libswiftDarwin.dylib,0x1b29a9598,0x1b29ad1c8,264470528
shared-library,/usr/lib/swift/libswiftDispatch.dylib,0x1a54a5fd4,0x1a54b84d0,264470528
shared-library,/usr/lib/swift/libswiftIOKit.dylib,0x1b4c1bd44,0x1b4c1bfb0,264470528
shared-library,/usr/lib/swift/libswiftObjectiveC.dylib,0x1a7c8046c,0x1a7c82030,264470528
shared-library,/usr/lib/swift/libswiftXPC.dylib,0x1b4be5ac0,0x1b4c0f210,264470528
shared-library,/usr/lib/swift/libswift_Concurrency.dylib,0x22f22db20,0x22f278c08,264470528
shared-library,/usr/lib/swift/libswift_StringProcessing.dylib,0x22f376274,0x22f3ffaf0,264470528
shared-library,/usr/lib/swift/libswiftos.dylib,0x1a7c8434c,0x1a7c97ad0,264470528
shared-library,/System/Library/PrivateFrameworks/AppleSystemInfo.framework/Versions/A/AppleSystemInfo,0x19b0da9c4,0x19b0dd4e0,264470528
shared-library,/usr/lib/libpcap.A.dylib,0x19c8cd3bc,0x19c8ee570,264470528
shared-library,/usr/lib/libdns_services.dylib,0x1970e5d34,0x1970ecea0,264470528
shared-library,/usr/lib/libnetwork.dylib,0x1952d6fc0,0x1952d6fc0,264470528
shared-library,/System/Library/PrivateFrameworks/IOMobileFramebuffer.framework/Versions/A/IOMobileFramebuffer,0x19bb02954,0x19bb0ed30,264470528
shared-library,/System/Library/Frameworks/IOSurface.framework/Versions/A/IOSurface,0x19a17e720,0x19a18edf8,264470528
shared-library,/usr/lib/liblzma.5.dylib,0x19dd146e8,0x19dd26760,264470528
shared-library,/usr/lib/swift/libswift_RegexParser.dylib,0x22f2ca5c4,0x22f35a230,264470528
shared-library,/usr/lib/libbz2.1.0.dylib,0x19c4ea40c,0x19c4f4fb0,264470528
shared-library,/usr/lib/libiconv.2.dylib,0x19c902b74,0x19c908880,264470528
shared-library,/usr/lib/libcharset.1.dylib,0x19c852de4,0x19c852e6c,264470528
shared-library,/usr/lib/libheimdal-asn1.dylib,0x19e185db8,0x19e18fb48,264470528
shared-library,/usr/lib/libCheckFix.dylib,0x19bdf38c8,0x19bdfcd04,264470528
shared-library,/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC,0x195751dd8,0x19576b210,264470528
shared-library,/System/Library/PrivateFrameworks/CoreNLP.framework/Versions/A/CoreNLP,0x19b0e1840,0x19b1d603c,264470528
shared-library,/System/Library/PrivateFrameworks/MetadataUtilities.framework/Versions/A/MetadataUtilities,0x197d100dc,0x197d473b0,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Accelerate,0x1a4143000,0x1a4143000,264470528
shared-library,/usr/lib/libmecab.dylib,0x19be2a390,0x19be77f50,264470528
shared-library,/usr/lib/libCRFSuite.dylib,0x190f18538,0x190f468f0,264470528
shared-library,/usr/lib/libgermantok.dylib,0x19be8629c,0x19be87d40,264470528
shared-library,/usr/lib/libThaiTokenizer.dylib,0x19ca1bd2c,0x19ca1cd50,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage,0x197dfa290,0x198136bec,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib,0x1a3e16000,0x1a3e16000,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib,0x19dde5bb4,0x19de5be90,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib,0x19b9de100,0x19bac6a7c,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib,0x1909a6c30,0x190d299b8,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib,0x19cb4c254,0x19dca9af0,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLinearAlgebra.dylib,0x19be89098,0x19be9ac38,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparseBLAS.dylib,0x19ca5e628,0x19ca6f950,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libQuadrature.dylib,0x19cb471a0,0x19cb4a1d0,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBNNS.dylib,0x19b2036e0,0x19b987f54,264470528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparse.dylib,0x190e1de38,0x190e7ec60,264470528
shared-library,/System/Library/PrivateFrameworks/MIL.framework/Versions/A/MIL,0x2142298f4,0x214655880,264470528
shared-library,/System/Library/Frameworks/OpenDirectory.framework/Versions/A/Frameworks/CFOpenDirectory.framework/Versions/A/CFOpenDirectory,0x198878acc,0x19888e448,264470528
shared-library,/System/Library/Frameworks/OpenDirectory.framework/Versions/A/OpenDirectory,0x1988695cc,0x1988702c8,264470528
shared-library,/System/Library/PrivateFrameworks/APFS.framework/Versions/A/APFS,0x19dd304a0,0x19dd84f98,264470528
shared-library,/System/Library/Frameworks/SecurityFoundation.framework/Versions/A/SecurityFoundation,0x19bd3300c,0x19bd75418,264470528
shared-library,/usr/lib/libutil.dylib,0x19ddae068,0x19ddb0660,264470528
shared-library,/System/Library/PrivateFrameworks/InstalledContentLibrary.framework/Versions/A/InstalledContentLibrary,0x2124ec49c,0x212591e90,264470528
shared-library,/System/Library/PrivateFrameworks/CoreServicesStore.framework/Versions/A/CoreServicesStore,0x193764ec0,0x193795920,264470528
shared-library,/usr/lib/libapp_launch_measurement.dylib,0x1988d2800,0x1988d4750,264470528
shared-library,/System/Library/PrivateFrameworks/AppleMobileFileIntegrity.framework/Versions/A/AppleMobileFileIntegrity,0x20262f080,0x20263a348,264470528
shared-library,/usr/lib/libmis.dylib,0x1b4baedc4,0x1b4bbb8f8,264470528
shared-library,/System/Library/PrivateFrameworks/MobileSystemServices.framework/Versions/A/MobileSystemServices,0x1c46a0a14,0x1c46a2e10,264470528
shared-library,/System/Library/PrivateFrameworks/ConfigProfileHelper.framework/Versions/A/ConfigProfileHelper,0x1f53873f4,0x1f5388788,264470528
shared-library,/System/Library/PrivateFrameworks/CoreAnalytics.framework/Versions/A/CoreAnalytics,0x197cdebc4,0x197d02f28,264470528
shared-library,/System/Library/PrivateFrameworks/AppleSauce.framework/Versions/A/AppleSauce,0x19ca1dbac,0x19ca3f850,264470528
shared-library,/System/Library/PrivateFrameworks/LanguageModeling.framework/Versions/A/LanguageModeling,0x191e49d20,0x191fe76d0,264470528
shared-library,/usr/lib/libxslt.1.dylib,0x19ddb2490,0x19ddd4a70,264470528
shared-library,/usr/lib/libcmph.dylib,0x19c909910,0x19c918bd0,264470528
shared-library,/System/Library/PrivateFrameworks/CoreEmoji.framework/Versions/A/CoreEmoji,0x19baceeec,0x19baf65d0,264470528
shared-library,/System/Library/PrivateFrameworks/LinguisticData.framework/Versions/A/LinguisticData,0x19b1fd340,0x19b200b10,264470528
shared-library,/System/Library/PrivateFrameworks/Lexicon.framework/Versions/A/Lexicon,0x190d317d0,0x190df58f0,264470528
shared-library,/System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Versions/A/BackgroundTaskManagement,0x19bdc00b8,0x19bdda230,264470528
shared-library,/usr/lib/libTLE.dylib,0x22deb1448,0x22deb86e8,264470528
shared-library-end
profiler,begin,1000
tick,0x190030830,1209,0,0x0,6
new,CodeRange,0x1074b8000,0
new,MemoryChunk,0x37004f6c0000,262144
new,MemoryChunk,0x3da60f280000,262144
new,MemoryChunk,0x11dd90000000,262144
new,MemoryChunk,0x1188277c0000,262144
new,MemoryChunk,0x6b070c00000,262144
heap-capacity,1031072
heap-available,4346132288
new,MemoryChunk,0x2e2489700000,262144
new,MemoryChunk,0x4df69900000,262144
new,MemoryChunk,0x2271305c0000,262144
new,MemoryChunk,0x1d996fd80000,262144
tick,0x102e29dd4,2459,0,0x0,6
new,MemoryChunk,0x11afa2540000,262144
new,MemoryChunk,0xfae3e400000,262144
new,MemoryChunk,0x85feeec0000,262144
new,MemoryChunk,0x1074c0000,262144
new,MemoryChunk,0x33d8ed280000,262144
tick,0x102e284d8,3709,0,0x0,6
code-creation,Builtin,2,4250,0x10309d8c0,976,RecordWriteEmitRememberedSetSaveFP
code-creation,Builtin,2,4250,0x10309dca0,344,RecordWriteOmitRememberedSetSaveFP
code-creation,Builtin,2,4250,0x10309de00,688,RecordWriteEmitRememberedSetIgnoreFP
code-creation,Builtin,2,4250,0x10309e0c0,248,RecordWriteOmitRememberedSetIgnoreFP
